"ID","TIME","CENSOR","ABUSED","BLACK","ABLACK","D8","D9","D10","D11","D12","D13","D14","D15","D16","D17","D18","PERIOD","EVENT"
5,23,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
5,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
5,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
6,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
6,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
6,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
6,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
6,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
6,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
6,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
6,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
6,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
6,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
6,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
7,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
7,32,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
7,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
7,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
7,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
7,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
7,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
7,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
7,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
7,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
7,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
8,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
8,31,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
8,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
8,31,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
8,31,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
8,31,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
8,31,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
8,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
8,31,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
8,31,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
8,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
9,32,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
9,32,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
9,32,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
9,32,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
9,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
9,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
9,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
9,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
9,32,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
9,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
9,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
10,29,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0
10,29,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0
10,29,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0
10,29,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,11,0
10,29,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,12,0
10,29,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13,0
10,29,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,14,0
10,29,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15,0
10,29,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,16,0
10,29,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,0
10,29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,18,0
11,23,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
11,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
11,23,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
11,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
11,23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
11,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
11,23,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
11,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
11,23,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
11,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
11,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
12,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
12,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
12,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
12,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
12,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
12,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
12,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
12,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
12,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
12,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1
13,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
13,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
13,33,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
13,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
13,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
13,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
13,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
13,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
13,33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
13,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
13,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
14,32,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
14,32,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
14,32,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
14,32,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
14,32,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
14,32,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
14,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
14,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
14,32,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
14,32,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
14,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
15,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
15,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
15,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
15,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
15,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
15,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
15,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
15,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
15,28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
15,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
15,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
16,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
16,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
16,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
16,28,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
16,28,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
16,28,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
16,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
16,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
16,28,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
16,28,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
16,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
17,27,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0
17,27,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,0
17,27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0
17,27,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0
17,27,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0
17,27,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0
17,27,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0
17,27,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,0
17,27,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16,0
17,27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,0
17,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0
18,26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0
18,26,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0
18,26,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0
18,26,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,11,0
18,26,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,12,0
18,26,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13,0
18,26,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,14,0
18,26,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15,0
18,26,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,16,0
18,26,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,0
18,26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,18,0
19,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
19,24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
19,24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
19,24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
19,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
19,24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
19,24,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
19,24,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
19,24,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
19,24,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
19,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
20,27,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0
20,27,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,9,0
20,27,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0
20,27,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,11,0
20,27,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,12,0
20,27,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,13,0
20,27,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,14,0
20,27,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,15,0
20,27,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,16,0
20,27,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,17,0
20,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,18,0
21,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
21,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
21,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
21,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
21,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
21,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
21,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
21,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,1
22,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
22,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
22,30,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
22,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
22,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
22,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
22,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
22,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
22,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
22,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
22,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
23,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
23,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
23,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
23,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
23,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
23,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
23,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
23,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
23,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
23,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
23,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
24,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
24,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
24,29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
24,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
24,29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
24,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
24,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
24,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
24,29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
24,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
24,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
25,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
25,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
25,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
25,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
25,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
25,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
25,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
25,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
25,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
25,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
25,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
26,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
26,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
26,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
26,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
26,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
26,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
26,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
26,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
26,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1
27,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
27,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
27,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
27,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
27,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
27,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
27,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
27,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
27,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
27,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
27,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
28,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
28,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
28,29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
28,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
28,29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
28,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
28,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
28,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
28,29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
28,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
28,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
29,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
29,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
29,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
29,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
29,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
29,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
29,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
29,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
29,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
30,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
30,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
30,29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
30,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
30,29,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
30,29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
30,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
30,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
30,29,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
31,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
31,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
31,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
31,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
31,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
31,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
31,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
31,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
31,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
31,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
31,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
32,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
32,25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
32,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
32,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
32,25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
32,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
32,25,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
32,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
32,25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
32,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
32,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
33,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
33,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
33,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
33,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
33,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
33,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
33,30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
33,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
33,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
33,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
33,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
34,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0
34,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0
34,30,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
34,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0
34,30,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0
34,30,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
34,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0
34,30,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0
34,30,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
34,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0
