"ID","PERIOD","EVENT","D1","D2","D3","D4","D5","D6","D7","D8","D9"
5012,3,0,0,0,1,0,0,0,0,0,0
5012,4,0,0,0,0,1,0,0,0,0,0
5012,5,0,0,0,0,0,1,0,0,0,0
5012,6,0,0,0,0,0,0,1,0,0,0
5012,7,0,0,0,0,0,0,0,1,0,0
5012,8,0,0,0,0,0,0,0,0,1,0
5012,9,0,0,0,0,0,0,0,0,0,1
5112,1,0,1,0,0,0,0,0,0,0,0
5112,2,0,0,1,0,0,0,0,0,0,0
5112,3,0,0,0,1,0,0,0,0,0,0
5112,4,0,0,0,0,1,0,0,0,0,0
5112,5,0,0,0,0,0,1,0,0,0,0
5112,6,0,0,0,0,0,0,1,0,0,0
5112,7,0,0,0,0,0,0,0,1,0,0
5112,8,0,0,0,0,0,0,0,0,1,0
5112,9,0,0,0,0,0,0,0,0,0,1
5212,1,0,1,0,0,0,0,0,0,0,0
5212,2,0,0,1,0,0,0,0,0,0,0
5212,3,0,0,0,1,0,0,0,0,0,0
5212,4,0,0,0,0,1,0,0,0,0,0
5212,5,0,0,0,0,0,1,0,0,0,0
5212,6,0,0,0,0,0,0,1,0,0,0
5212,7,0,0,0,0,0,0,0,1,0,0
5212,8,1,0,0,0,0,0,0,0,1,0
5322,1,0,1,0,0,0,0,0,0,0,0
5322,2,0,0,1,0,0,0,0,0,0,0
5322,3,0,0,0,1,0,0,0,0,0,0
5322,4,1,0,0,0,1,0,0,0,0,0
5412,1,0,1,0,0,0,0,0,0,0,0
5412,2,1,0,1,0,0,0,0,0,0,0
5512,1,0,1,0,0,0,0,0,0,0,0
5512,2,0,0,1,0,0,0,0,0,0,0
5512,3,0,0,0,1,0,0,0,0,0,0
5512,4,0,0,0,0,1,0,0,0,0,0
5512,5,0,0,0,0,0,1,0,0,0,0
5512,6,0,0,0,0,0,0,1,0,0,0
5512,7,0,0,0,0,0,0,0,1,0,0
5512,8,0,0,0,0,0,0,0,0,1,0
5512,9,0,0,0,0,0,0,0,0,0,1
5612,1,0,1,0,0,0,0,0,0,0,0
5612,2,0,0,1,0,0,0,0,0,0,0
5612,3,0,0,0,1,0,0,0,0,0,0
5612,4,1,0,0,0,1,0,0,0,0,0
5712,1,0,1,0,0,0,0,0,0,0,0
5712,2,0,0,1,0,0,0,0,0,0,0
5712,3,0,0,0,1,0,0,0,0,0,0
5712,4,0,0,0,0,1,0,0,0,0,0
5712,5,1,0,0,0,0,1,0,0,0,0
5812,1,0,1,0,0,0,0,0,0,0,0
5812,2,0,0,1,0,0,0,0,0,0,0
5812,3,0,0,0,1,0,0,0,0,0,0
5812,4,0,0,0,0,1,0,0,0,0,0
5812,5,0,0,0,0,0,1,0,0,0,0
5812,6,0,0,0,0,0,0,1,0,0,0
5812,7,0,0,0,0,0,0,0,1,0,0
5812,8,1,0,0,0,0,0,0,0,1,0
5912,1,0,1,0,0,0,0,0,0,0,0
5912,2,0,0,1,0,0,0,0,0,0,0
5912,3,0,0,0,1,0,0,0,0,0,0
5912,4,0,0,0,0,1,0,0,0,0,0
5912,5,0,0,0,0,0,1,0,0,0,0
5912,6,1,0,0,0,0,0,1,0,0,0
6213,1,0,1,0,0,0,0,0,0,0,0
6213,2,0,0,1,0,0,0,0,0,0,0
6213,3,0,0,0,1,0,0,0,0,0,0
6213,4,0,0,0,0,1,0,0,0,0,0
6213,5,0,0,0,0,0,1,0,0,0,0
6213,6,1,0,0,0,0,0,1,0,0,0
6313,1,0,1,0,0,0,0,0,0,0,0
6313,2,0,0,1,0,0,0,0,0,0,0
6313,3,0,0,0,1,0,0,0,0,0,0
6313,4,0,0,0,0,1,0,0,0,0,0
6313,5,0,0,0,0,0,1,0,0,0,0
6313,6,0,0,0,0,0,0,1,0,0,0
6313,7,0,0,0,0,0,0,0,1,0,0
6313,8,0,0,0,0,0,0,0,0,1,0
6313,9,0,0,0,0,0,0,0,0,0,1
6413,1,0,1,0,0,0,0,0,0,0,0
6413,2,0,0,1,0,0,0,0,0,0,0
6413,3,0,0,0,1,0,0,0,0,0,0
6413,4,0,0,0,0,1,0,0,0,0,0
6413,5,0,0,0,0,0,1,0,0,0,0
6413,6,1,0,0,0,0,0,1,0,0,0
6613,1,0,1,0,0,0,0,0,0,0,0
6613,2,0,0,1,0,0,0,0,0,0,0
6613,3,0,0,0,1,0,0,0,0,0,0
6613,4,0,0,0,0,1,0,0,0,0,0
6613,5,0,0,0,0,0,1,0,0,0,0
6613,6,0,0,0,0,0,0,1,0,0,0
6613,7,0,0,0,0,0,0,0,1,0,0
6713,1,0,1,0,0,0,0,0,0,0,0
6713,2,0,0,1,0,0,0,0,0,0,0
6713,3,0,0,0,1,0,0,0,0,0,0
6713,4,0,0,0,0,1,0,0,0,0,0
6713,5,0,0,0,0,0,1,0,0,0,0
6713,6,0,0,0,0,0,0,1,0,0,0
6713,7,0,0,0,0,0,0,0,1,0,0
6713,8,0,0,0,0,0,0,0,0,1,0
6713,9,0,0,0,0,0,0,0,0,0,1
6813,1,0,1,0,0,0,0,0,0,0,0
6813,2,0,0,1,0,0,0,0,0,0,0
6813,3,0,0,0,1,0,0,0,0,0,0
6813,4,0,0,0,0,1,0,0,0,0,0
6813,5,1,0,0,0,0,1,0,0,0,0
6913,1,0,1,0,0,0,0,0,0,0,0
6913,2,0,0,1,0,0,0,0,0,0,0
6913,3,0,0,0,1,0,0,0,0,0,0
6913,4,0,0,0,0,1,0,0,0,0,0
6913,5,0,0,0,0,0,1,0,0,0,0
6913,6,1,0,0,0,0,0,1,0,0,0
7013,1,0,1,0,0,0,0,0,0,0,0
7013,2,0,0,1,0,0,0,0,0,0,0
7013,3,0,0,0,1,0,0,0,0,0,0
7013,4,0,0,0,0,1,0,0,0,0,0
7013,5,0,0,0,0,0,1,0,0,0,0
7013,6,1,0,0,0,0,0,1,0,0,0
7123,1,0,1,0,0,0,0,0,0,0,0
7123,2,0,0,1,0,0,0,0,0,0,0
7123,3,0,0,0,1,0,0,0,0,0,0
7123,4,0,0,0,0,1,0,0,0,0,0
7123,5,0,0,0,0,0,1,0,0,0,0
7123,6,1,0,0,0,0,0,1,0,0,0
7313,1,0,1,0,0,0,0,0,0,0,0
7313,2,0,0,1,0,0,0,0,0,0,0
7313,3,0,0,0,1,0,0,0,0,0,0
7313,4,1,0,0,0,1,0,0,0,0,0
7413,1,0,1,0,0,0,0,0,0,0,0
7413,2,0,0,1,0,0,0,0,0,0,0
7413,3,0,0,0,1,0,0,0,0,0,0
7413,4,0,0,0,0,1,0,0,0,0,0
7413,5,0,0,0,0,0,1,0,0,0,0
7413,6,1,0,0,0,0,0,1,0,0,0
7513,1,0,1,0,0,0,0,0,0,0,0
7513,2,0,0,1,0,0,0,0,0,0,0
7513,3,0,0,0,1,0,0,0,0,0,0
7513,4,0,0,0,0,1,0,0,0,0,0
7513,5,0,0,0,0,0,1,0,0,0,0
7513,6,1,0,0,0,0,0,1,0,0,0
7913,1,0,1,0,0,0,0,0,0,0,0
7913,2,0,0,1,0,0,0,0,0,0,0
7913,3,0,0,0,1,0,0,0,0,0,0
7913,4,0,0,0,0,1,0,0,0,0,0
7913,5,0,0,0,0,0,1,0,0,0,0
7913,6,0,0,0,0,0,0,1,0,0,0
7913,7,0,0,0,0,0,0,0,1,0,0
7913,8,1,0,0,0,0,0,0,0,1,0
8113,1,0,1,0,0,0,0,0,0,0,0
8113,2,0,0,1,0,0,0,0,0,0,0
8113,3,0,0,0,1,0,0,0,0,0,0
8113,4,0,0,0,0,1,0,0,0,0,0
8113,5,1,0,0,0,0,1,0,0,0,0
8513,1,0,1,0,0,0,0,0,0,0,0
8513,2,0,0,1,0,0,0,0,0,0,0
8513,3,0,0,0,1,0,0,0,0,0,0
8513,4,0,0,0,0,1,0,0,0,0,0
8814,1,0,1,0,0,0,0,0,0,0,0
8814,2,0,0,1,0,0,0,0,0,0,0
8814,3,0,0,0,1,0,0,0,0,0,0
8814,4,0,0,0,0,1,0,0,0,0,0
8814,5,0,0,0,0,0,1,0,0,0,0
8814,6,0,0,0,0,0,0,1,0,0,0
8814,7,0,0,0,0,0,0,0,1,0,0
8814,8,0,0,0,0,0,0,0,0,1,0
8814,9,0,0,0,0,0,0,0,0,0,1
8914,1,0,1,0,0,0,0,0,0,0,0
8914,2,0,0,1,0,0,0,0,0,0,0
8914,3,0,0,0,1,0,0,0,0,0,0
8914,4,0,0,0,0,1,0,0,0,0,0
8914,5,1,0,0,0,0,1,0,0,0,0
9114,1,0,1,0,0,0,0,0,0,0,0
9114,2,0,0,1,0,0,0,0,0,0,0
9114,3,0,0,0,1,0,0,0,0,0,0
9114,4,0,0,0,0,1,0,0,0,0,0
9114,5,0,0,0,0,0,1,0,0,0,0
9114,6,0,0,0,0,0,0,1,0,0,0
9114,7,0,0,0,0,0,0,0,1,0,0
9114,8,1,0,0,0,0,0,0,0,1,0
9214,1,0,1,0,0,0,0,0,0,0,0
9214,2,0,0,1,0,0,0,0,0,0,0
9214,3,0,0,0,1,0,0,0,0,0,0
9214,4,1,0,0,0,1,0,0,0,0,0
9314,1,0,1,0,0,0,0,0,0,0,0
9314,2,0,0,1,0,0,0,0,0,0,0
9314,3,0,0,0,1,0,0,0,0,0,0
9314,4,0,0,0,0,1,0,0,0,0,0
9314,5,1,0,0,0,0,1,0,0,0,0
9414,1,0,1,0,0,0,0,0,0,0,0
9414,2,0,0,1,0,0,0,0,0,0,0
9414,3,0,0,0,1,0,0,0,0,0,0
9414,4,0,0,0,0,1,0,0,0,0,0
9414,5,0,0,0,0,0,1,0,0,0,0
9414,6,0,0,0,0,0,0,1,0,0,0
9414,7,1,0,0,0,0,0,0,1,0,0
9544,1,0,1,0,0,0,0,0,0,0,0
9544,2,0,0,1,0,0,0,0,0,0,0
9544,3,0,0,0,1,0,0,0,0,0,0
9544,4,0,0,0,0,1,0,0,0,0,0
9544,5,0,0,0,0,0,1,0,0,0,0
9544,6,1,0,0,0,0,0,1,0,0,0
9614,1,0,1,0,0,0,0,0,0,0,0
9614,2,0,0,1,0,0,0,0,0,0,0
9614,3,0,0,0,1,0,0,0,0,0,0
9614,4,0,0,0,0,1,0,0,0,0,0
9614,5,0,0,0,0,0,1,0,0,0,0
9614,6,1,0,0,0,0,0,1,0,0,0
9724,1,0,1,0,0,0,0,0,0,0,0
9724,2,0,0,1,0,0,0,0,0,0,0
9724,3,0,0,0,1,0,0,0,0,0,0
9724,4,0,0,0,0,1,0,0,0,0,0
9724,5,0,0,0,0,0,1,0,0,0,0
9724,6,1,0,0,0,0,0,1,0,0,0
9814,1,0,1,0,0,0,0,0,0,0,0
9814,2,0,0,1,0,0,0,0,0,0,0
9814,3,0,0,0,1,0,0,0,0,0,0
9814,4,0,0,0,0,1,0,0,0,0,0
9814,5,0,0,0,0,0,1,0,0,0,0
9814,6,1,0,0,0,0,0,1,0,0,0
9914,1,0,1,0,0,0,0,0,0,0,0
9914,2,0,0,1,0,0,0,0,0,0,0
9914,3,0,0,0,1,0,0,0,0,0,0
9914,4,0,0,0,0,1,0,0,0,0,0
9914,5,0,0,0,0,0,1,0,0,0,0
9914,6,1,0,0,0,0,0,1,0,0,0
10014,1,0,1,0,0,0,0,0,0,0,0
10014,2,0,0,1,0,0,0,0,0,0,0
10014,3,0,0,0,1,0,0,0,0,0,0
10014,4,0,0,0,0,1,0,0,0,0,0
10014,5,0,0,0,0,0,1,0,0,0,0
10014,6,0,0,0,0,0,0,1,0,0,0
10014,7,0,0,0,0,0,0,0,1,0,0
10014,8,0,0,0,0,0,0,0,0,1,0
10014,9,0,0,0,0,0,0,0,0,0,1
10114,1,0,1,0,0,0,0,0,0,0,0
10114,2,0,0,1,0,0,0,0,0,0,0
10114,3,0,0,0,1,0,0,0,0,0,0
10114,4,1,0,0,0,1,0,0,0,0,0
10214,1,0,1,0,0,0,0,0,0,0,0
10214,2,0,0,1,0,0,0,0,0,0,0
10214,3,0,0,0,1,0,0,0,0,0,0
10214,4,0,0,0,0,1,0,0,0,0,0
10214,5,0,0,0,0,0,1,0,0,0,0
10214,6,0,0,0,0,0,0,1,0,0,0
10214,7,0,0,0,0,0,0,0,1,0,0
10214,8,1,0,0,0,0,0,0,0,1,0
10314,1,0,1,0,0,0,0,0,0,0,0
10314,2,0,0,1,0,0,0,0,0,0,0
10314,3,0,0,0,1,0,0,0,0,0,0
10314,4,0,0,0,0,1,0,0,0,0,0
10314,5,0,0,0,0,0,1,0,0,0,0
10314,6,0,0,0,0,0,0,1,0,0,0
10314,7,0,0,0,0,0,0,0,1,0,0
10314,8,0,0,0,0,0,0,0,0,1,0
10314,9,0,0,0,0,0,0,0,0,0,1
10414,1,0,1,0,0,0,0,0,0,0,0
10414,2,0,0,1,0,0,0,0,0,0,0
10414,3,0,0,0,1,0,0,0,0,0,0
10414,4,0,0,0,0,1,0,0,0,0,0
10414,5,0,0,0,0,0,1,0,0,0,0
10414,6,0,0,0,0,0,0,1,0,0,0
10414,7,0,0,0,0,0,0,0,1,0,0
10514,1,0,1,0,0,0,0,0,0,0,0
10514,2,0,0,1,0,0,0,0,0,0,0
10514,3,0,0,0,1,0,0,0,0,0,0
10514,4,0,0,0,0,1,0,0,0,0,0
10514,5,0,0,0,0,0,1,0,0,0,0
10514,6,0,0,0,0,0,0,1,0,0,0
10514,7,0,0,0,0,0,0,0,1,0,0
10514,8,1,0,0,0,0,0,0,0,1,0
10714,1,0,1,0,0,0,0,0,0,0,0
10714,2,0,0,1,0,0,0,0,0,0,0
10714,3,0,0,0,1,0,0,0,0,0,0
10714,4,0,0,0,0,1,0,0,0,0,0
10714,5,0,0,0,0,0,1,0,0,0,0
10714,6,0,0,0,0,0,0,1,0,0,0
10714,7,0,0,0,0,0,0,0,1,0,0
10714,8,0,0,0,0,0,0,0,0,1,0
10714,9,1,0,0,0,0,0,0,0,0,1
10814,1,0,1,0,0,0,0,0,0,0,0
10814,2,0,0,1,0,0,0,0,0,0,0
10814,3,0,0,0,1,0,0,0,0,0,0
10814,4,0,0,0,0,1,0,0,0,0,0
10914,1,0,1,0,0,0,0,0,0,0,0
10914,2,0,0,1,0,0,0,0,0,0,0
10914,3,0,0,0,1,0,0,0,0,0,0
10914,4,0,0,0,0,1,0,0,0,0,0
10914,5,0,0,0,0,0,1,0,0,0,0
10914,6,1,0,0,0,0,0,1,0,0,0
11014,1,0,1,0,0,0,0,0,0,0,0
11014,2,0,0,1,0,0,0,0,0,0,0
11014,3,0,0,0,1,0,0,0,0,0,0
11014,4,0,0,0,0,1,0,0,0,0,0
11014,5,0,0,0,0,0,1,0,0,0,0
11014,6,1,0,0,0,0,0,1,0,0,0
11214,1,0,1,0,0,0,0,0,0,0,0
11214,2,0,0,1,0,0,0,0,0,0,0
11214,3,0,0,0,1,0,0,0,0,0,0
11214,4,0,0,0,0,1,0,0,0,0,0
11214,5,0,0,0,0,0,1,0,0,0,0
11214,6,0,0,0,0,0,0,1,0,0,0
11214,7,0,0,0,0,0,0,0,1,0,0
11214,8,0,0,0,0,0,0,0,0,1,0
11214,9,0,0,0,0,0,0,0,0,0,1
11425,1,0,1,0,0,0,0,0,0,0,0
11425,2,0,0,1,0,0,0,0,0,0,0
11425,3,0,0,0,1,0,0,0,0,0,0
11425,4,0,0,0,0,1,0,0,0,0,0
11425,5,0,0,0,0,0,1,0,0,0,0
11425,6,1,0,0,0,0,0,1,0,0,0
11515,1,0,1,0,0,0,0,0,0,0,0
11515,2,0,0,1,0,0,0,0,0,0,0
11515,3,0,0,0,1,0,0,0,0,0,0
11515,4,0,0,0,0,1,0,0,0,0,0
11615,1,0,1,0,0,0,0,0,0,0,0
11615,2,0,0,1,0,0,0,0,0,0,0
11615,3,0,0,0,1,0,0,0,0,0,0
11615,4,0,0,0,0,1,0,0,0,0,0
11615,5,0,0,0,0,0,1,0,0,0,0
11615,6,0,0,0,0,0,0,1,0,0,0
11615,7,1,0,0,0,0,0,0,1,0,0
11815,1,0,1,0,0,0,0,0,0,0,0
11815,2,0,0,1,0,0,0,0,0,0,0
11815,3,0,0,0,1,0,0,0,0,0,0
11815,4,0,0,0,0,1,0,0,0,0,0
11815,5,1,0,0,0,0,1,0,0,0,0
11915,1,0,1,0,0,0,0,0,0,0,0
11915,2,0,0,1,0,0,0,0,0,0,0
11915,3,0,0,0,1,0,0,0,0,0,0
11915,4,0,0,0,0,1,0,0,0,0,0
11915,5,0,0,0,0,0,1,0,0,0,0
11915,6,0,0,0,0,0,0,1,0,0,0
11915,7,0,0,0,0,0,0,0,1,0,0
11915,8,0,0,0,0,0,0,0,0,1,0
11915,9,0,0,0,0,0,0,0,0,0,1
12115,1,0,1,0,0,0,0,0,0,0,0
12115,2,0,0,1,0,0,0,0,0,0,0
12115,3,0,0,0,1,0,0,0,0,0,0
12115,4,0,0,0,0,1,0,0,0,0,0
12115,5,1,0,0,0,0,1,0,0,0,0
12315,1,0,1,0,0,0,0,0,0,0,0
12315,2,0,0,1,0,0,0,0,0,0,0
12315,3,0,0,0,1,0,0,0,0,0,0
12315,4,0,0,0,0,1,0,0,0,0,0
12315,5,1,0,0,0,0,1,0,0,0,0
12515,1,0,1,0,0,0,0,0,0,0,0
12515,2,0,0,1,0,0,0,0,0,0,0
12515,3,0,0,0,1,0,0,0,0,0,0
12515,4,0,0,0,0,1,0,0,0,0,0
12515,5,0,0,0,0,0,1,0,0,0,0
12515,6,1,0,0,0,0,0,1,0,0,0
12715,1,0,1,0,0,0,0,0,0,0,0
12715,2,0,0,1,0,0,0,0,0,0,0
12715,3,0,0,0,1,0,0,0,0,0,0
12715,4,0,0,0,0,1,0,0,0,0,0
12715,5,0,0,0,0,0,1,0,0,0,0
12715,6,0,0,0,0,0,0,1,0,0,0
12715,7,0,0,0,0,0,0,0,1,0,0
12715,8,1,0,0,0,0,0,0,0,1,0
12825,1,0,1,0,0,0,0,0,0,0,0
12825,2,0,0,1,0,0,0,0,0,0,0
12825,3,0,0,0,1,0,0,0,0,0,0
12825,4,0,0,0,0,1,0,0,0,0,0
12825,5,0,0,0,0,0,1,0,0,0,0
12825,6,0,0,0,0,0,0,1,0,0,0
12825,7,0,0,0,0,0,0,0,1,0,0
12825,8,0,0,0,0,0,0,0,0,1,0
12825,9,0,0,0,0,0,0,0,0,0,1
12915,1,0,1,0,0,0,0,0,0,0,0
12915,2,0,0,1,0,0,0,0,0,0,0
12915,3,0,0,0,1,0,0,0,0,0,0
12915,4,0,0,0,0,1,0,0,0,0,0
12915,5,0,0,0,0,0,1,0,0,0,0
12915,6,0,0,0,0,0,0,1,0,0,0
12915,7,0,0,0,0,0,0,0,1,0,0
12915,8,0,0,0,0,0,0,0,0,1,0
12915,9,0,0,0,0,0,0,0,0,0,1
13015,1,0,1,0,0,0,0,0,0,0,0
13015,2,0,0,1,0,0,0,0,0,0,0
13015,3,0,0,0,1,0,0,0,0,0,0
13015,4,1,0,0,0,1,0,0,0,0,0
13215,1,0,1,0,0,0,0,0,0,0,0
13215,2,0,0,1,0,0,0,0,0,0,0
