"ID","LASTPD","FEMALE","CENSOR","ONE","HS11","HS12","COLL1","COLL2","COLL3","FHS11","FHS12","FCOLL1","FCOLL2","FCOLL3","PERIOD","EVENT","LTIME","FLTIME"
204374,5,0,1,1,0,0,0,0,1,0,0,0,0,0,5,0,4,0
204375,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
204375,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
204375,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
204376,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
204376,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
204376,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
204377,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
204377,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
204378,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205305,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205307,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205307,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205309,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205309,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
205310,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205312,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205312,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205312,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
205315,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205315,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205315,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
205317,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205317,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205317,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
205319,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205319,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
205320,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205320,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
205321,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205321,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
205322,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205324,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205324,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
205325,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205325,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205325,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
205327,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205328,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205331,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205331,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205331,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
205333,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205334,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205334,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205334,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205334,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
205336,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205337,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205337,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205337,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205338,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205338,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205338,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
205340,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205341,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205341,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
205342,5,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205342,5,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205342,5,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205342,5,1,0,1,0,0,0,1,0,0,0,0,1,0,4,0,3,3
205342,5,1,0,1,0,0,0,0,1,0,0,0,0,1,5,1,4,4
205345,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205345,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205345,4,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
205345,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0
205346,3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205346,3,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205346,3,1,1,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205347,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205347,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205356,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205359,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205359,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205359,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205359,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
205361,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
205362,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205362,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205362,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
205363,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205363,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205364,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205364,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205364,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205364,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
205366,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205366,3,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
205366,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,0
205367,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205368,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205368,3,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205368,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,1,2,2
205369,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
205369,4,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
205369,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,2,2
205369,4,1,0,1,0,0,0,1,0,0,0,0,1,0,4,1,3,3
206301,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
206302,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206302,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0
206303,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
206303,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1
206304,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206304,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
206304,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0
206305,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206306,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206307,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206307,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
206308,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
206308,2,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1
206309,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
206310,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
