"id","period","event","d7","d8","d9","d10","d11","d12","pt","pas"
11,8,0,0,1,0,0,0,0,1,0.8017636
11,9,0,0,0,1,0,0,0,1,0.8017636
11,10,0,0,0,0,1,0,0,1,0.8017636
11,11,0,0,0,0,0,1,0,1,0.8017636
11,12,0,0,0,0,0,0,1,1,0.8017636
12,7,0,1,0,0,0,0,0,1,-0.745946
12,8,0,0,1,0,0,0,0,1,-0.745946
12,9,0,0,0,1,0,0,0,1,-0.745946
12,10,0,0,0,0,1,0,0,1,-0.745946
12,11,1,0,0,0,0,1,0,1,-0.745946
13,7,0,1,0,0,0,0,0,0,-0.9002126
13,8,0,0,1,0,0,0,0,0,-0.9002126
13,9,0,0,0,1,0,0,0,0,-0.9002126
13,10,0,0,0,0,1,0,0,0,-0.9002126
13,11,0,0,0,0,0,1,0,0,-0.9002126
13,12,0,0,0,0,0,0,1,0,-0.9002126
14,7,0,1,0,0,0,0,0,1,0.6127937
14,8,0,0,1,0,0,0,0,1,0.6127937
14,9,0,0,0,1,0,0,0,1,0.6127937
14,10,0,0,0,0,1,0,0,1,0.6127937
14,11,1,0,0,0,0,1,0,1,0.6127937
15,7,0,1,0,0,0,0,0,1,-1.421212
15,8,0,0,1,0,0,0,0,1,-1.421212
15,9,1,0,0,1,0,0,0,1,-1.421212
16,7,0,1,0,0,0,0,0,1,1.201357
16,8,0,0,1,0,0,0,0,1,1.201357
16,9,0,0,0,1,0,0,0,1,1.201357
16,10,0,0,0,0,1,0,0,1,1.201357
16,11,0,0,0,0,0,1,0,1,1.201357
16,12,1,0,0,0,0,0,1,1,1.201357
17,7,0,1,0,0,0,0,0,1,1.723024
17,8,0,0,1,0,0,0,0,1,1.723024
17,9,0,0,0,1,0,0,0,1,1.723024
17,10,1,0,0,0,1,0,0,1,1.723024
18,7,0,1,0,0,0,0,0,1,-0.8355232
18,8,0,0,1,0,0,0,0,1,-0.8355232
18,9,0,0,0,1,0,0,0,1,-0.8355232
18,10,0,0,0,0,1,0,0,1,-0.8355232
18,11,0,0,0,0,0,1,0,1,-0.8355232
18,12,1,0,0,0,0,0,1,1,-0.8355232
19,7,1,1,0,0,0,0,0,0,-0.738722
20,7,0,1,0,0,0,0,0,0,-0.1892383
20,8,0,0,1,0,0,0,0,0,-0.1892383
20,9,0,0,0,1,0,0,0,0,-0.1892383
20,10,0,0,0,0,1,0,0,0,-0.1892383
20,11,0,0,0,0,0,1,0,0,-0.1892383
20,12,0,0,0,0,0,0,1,0,-0.1892383
21,7,0,1,0,0,0,0,0,1,0.0398107
21,8,0,0,1,0,0,0,0,1,0.0398107
21,9,0,0,0,1,0,0,0,1,0.0398107
21,10,1,0,0,0,1,0,0,1,0.0398107
22,7,0,1,0,0,0,0,0,1,-0.6496482
22,8,0,0,1,0,0,0,0,1,-0.6496482
22,9,0,0,0,1,0,0,0,1,-0.6496482
22,10,0,0,0,0,1,0,0,1,-0.6496482
22,11,0,0,0,0,0,1,0,1,-0.6496482
22,12,1,0,0,0,0,0,1,1,-0.6496482
23,7,0,1,0,0,0,0,0,1,0.6315929
23,8,0,0,1,0,0,0,0,1,0.6315929
23,9,0,0,0,1,0,0,0,1,0.6315929
23,10,0,0,0,0,1,0,0,1,0.6315929
23,11,1,0,0,0,0,1,0,1,0.6315929
24,7,0,1,0,0,0,0,0,0,-1.007211
24,8,0,0,1,0,0,0,0,0,-1.007211
24,9,0,0,0,1,0,0,0,0,-1.007211
24,10,0,0,0,0,1,0,0,0,-1.007211
24,11,0,0,0,0,0,1,0,0,-1.007211
24,12,0,0,0,0,0,0,1,0,-1.007211
25,7,0,1,0,0,0,0,0,0,-1.169528
25,8,0,0,1,0,0,0,0,0,-1.169528
25,9,0,0,0,1,0,0,0,0,-1.169528
25,10,0,0,0,0,1,0,0,0,-1.169528
25,11,1,0,0,0,0,1,0,0,-1.169528
26,7,0,1,0,0,0,0,0,0,0.3712787
26,8,0,0,1,0,0,0,0,0,0.3712787
26,9,0,0,0,1,0,0,0,0,0.3712787
26,10,0,0,0,0,1,0,0,0,0.3712787
26,11,0,0,0,0,0,1,0,0,0.3712787
26,12,0,0,0,0,0,0,1,0,0.3712787
28,7,0,1,0,0,0,0,0,1,-0.2747872
28,8,0,0,1,0,0,0,0,1,-0.2747872
28,9,0,0,0,1,0,0,0,1,-0.2747872
28,10,0,0,0,0,1,0,0,1,-0.2747872
28,11,1,0,0,0,0,1,0,1,-0.2747872
29,7,0,1,0,0,0,0,0,1,-0.2810016
29,8,0,0,1,0,0,0,0,1,-0.2810016
29,9,0,0,0,1,0,0,0,1,-0.2810016
29,10,0,0,0,0,1,0,0,1,-0.2810016
29,11,0,0,0,0,0,1,0,1,-0.2810016
29,12,0,0,0,0,0,0,1,1,-0.2810016
30,7,0,1,0,0,0,0,0,1,0.6795623
30,8,0,0,1,0,0,0,0,1,0.6795623
30,9,0,0,0,1,0,0,0,1,0.6795623
30,10,0,0,0,0,1,0,0,1,0.6795623
30,11,1,0,0,0,0,1,0,1,0.6795623
31,7,0,1,0,0,0,0,0,0,-0.5066937
31,8,0,0,1,0,0,0,0,0,-0.5066937
31,9,1,0,0,1,0,0,0,0,-0.5066937
32,7,0,1,0,0,0,0,0,1,1.09896
32,8,0,0,1,0,0,0,0,1,1.09896
32,9,0,0,0,1,0,0,0,1,1.09896
32,10,0,0,0,0,1,0,0,1,1.09896
32,11,0,0,0,0,0,1,0,1,1.09896
32,12,1,0,0,0,0,0,1,1,1.09896
33,7,0,1,0,0,0,0,0,1,-0.5096419
33,8,0,0,1,0,0,0,0,1,-0.5096419
33,9,0,0,0,1,0,0,0,1,-0.5096419
33,10,0,0,0,0,1,0,0,1,-0.5096419
33,11,1,0,0,0,0,1,0,1,-0.5096419
34,7,0,1,0,0,0,0,0,0,-0.7942539
34,8,0,0,1,0,0,0,0,0,-0.7942539
34,9,0,0,0,1,0,0,0,0,-0.7942539
34,10,0,0,0,0,1,0,0,0,-0.7942539
34,11,1,0,0,0,0,1,0,0,-0.7942539
35,7,0,1,0,0,0,0,0,0,0.1723164
35,8,1,0,1,0,0,0,0,0,0.1723164
36,7,1,1,0,0,0,0,0,1,-0.4987231
37,7,0,1,0,0,0,0,0,0,-0.7718669
37,8,0,0,1,0,0,0,0,0,-0.7718669
37,9,1,0,0,1,0,0,0,0,-0.7718669
38,7,0,1,0,0,0,0,0,1,-1.009162
38,8,0,0,1,0,0,0,0,1,-1.009162
38,9,0,0,0,1,0,0,0,1,-1.009162
38,10,0,0,0,0,1,0,0,1,-1.009162
38,11,0,0,0,0,0,1,0,1,-1.009162
38,12,1,0,0,0,0,0,1,1,-1.009162
39,7,0,1,0,0,0,0,0,1,0.3333742
39,8,0,0,1,0,0,0,0,1,0.3333742
39,9,0,0,0,1,0,0,0,1,0.3333742
39,10,1,0,0,0,1,0,0,1,0.3333742
40,7,0,1,0,0,0,0,0,0,-0.8734301
40,8,0,0,1,0,0,0,0,0,-0.8734301
40,9,0,0,0,1,0,0,0,0,-0.8734301
40,10,0,0,0,0,1,0,0,0,-0.8734301
40,11,0,0,0,0,0,1,0,0,-0.8734301
40,12,0,0,0,0,0,0,1,0,-0.8734301
41,7,0,1,0,0,0,0,0,1,-0.0443285
41,8,0,0,1,0,0,0,0,1,-0.0443285
41,9,0,0,0,1,0,0,0,1,-0.0443285
41,10,0,0,0,0,1,0,0,1,-0.0443285
41,11,0,0,0,0,0,1,0,1,-0.0443285
41,12,0,0,0,0,0,0,1,1,-0.0443285
42,7,1,1,0,0,0,0,0,1,1.944432
44,7,0,1,0,0,0,0,0,1,-0.1826829
44,8,0,0,1,0,0,0,0,1,-0.1826829
44,9,1,0,0,1,0,0,0,1,-0.1826829
45,7,0,1,0,0,0,0,0,0,0.4023626
45,8,0,0,1,0,0,0,0,0,0.4023626
45,9,0,0,0,1,0,0,0,0,0.4023626
45,10,0,0,0,0,1,0,0,0,0.4023626
45,11,0,0,0,0,0,1,0,0,0.4023626
45,12,0,0,0,0,0,0,1,0,0.4023626
46,7,1,1,0,0,0,0,0,1,-0.2526573
47,7,0,1,0,0,0,0,0,0,0.1270647
47,8,0,0,1,0,0,0,0,0,0.1270647
47,9,0,0,0,1,0,0,0,0,0.1270647
47,10,0,0,0,0,1,0,0,0,0.1270647
47,11,0,0,0,0,0,1,0,0,0.1270647
47,12,0,0,0,0,0,0,1,0,0.1270647
49,7,0,1,0,0,0,0,0,0,-0.497675
49,8,0,0,1,0,0,0,0,0,-0.497675
49,9,1,0,0,1,0,0,0,0,-0.497675
50,7,0,1,0,0,0,0,0,1,-1.264185
50,8,0,0,1,0,0,0,0,1,-1.264185
50,9,0,0,0,1,0,0,0,1,-1.264185
50,10,1,0,0,0,1,0,0,1,-1.264185
51,7,0,1,0,0,0,0,0,1,0.7864386
51,8,0,0,1,0,0,0,0,1,0.7864386
51,9,0,0,0,1,0,0,0,1,0.7864386
51,10,0,0,0,0,1,0,0,1,0.7864386
51,11,1,0,0,0,0,1,0,1,0.7864386
53,7,0,1,0,0,0,0,0,1,1.301857
53,8,0,0,1,0,0,0,0,1,1.301857
53,9,0,0,0,1,0,0,0,1,1.301857
53,10,0,0,0,0,1,0,0,1,1.301857
53,11,1,0,0,0,0,1,0,1,1.301857
54,7,0,1,0,0,0,0,0,0,-0.930881
54,8,1,0,1,0,0,0,0,0,-0.930881
55,7,0,1,0,0,0,0,0,0,-0.6345588
55,8,0,0,1,0,0,0,0,0,-0.6345588
55,9,0,0,0,1,0,0,0,0,-0.6345588
55,10,0,0,0,0,1,0,0,0,-0.6345588
55,11,0,0,0,0,0,1,0,0,-0.6345588
55,12,0,0,0,0,0,0,1,0,-0.6345588
56,7,0,1,0,0,0,0,0,0,-0.4567847
56,8,0,0,1,0,0,0,0,0,-0.4567847
56,9,0,0,0,1,0,0,0,0,-0.4567847
56,10,0,0,0,0,1,0,0,0,-0.4567847
56,11,0,0,0,0,0,1,0,0,-0.4567847
56,12,0,0,0,0,0,0,1,0,-0.4567847
59,7,1,1,0,0,0,0,0,1,-0.8956472
60,7,0,1,0,0,0,0,0,1,0.4606718
60,8,0,0,1,0,0,0,0,1,0.4606718
60,9,0,0,0,1,0,0,0,1,0.4606718
60,10,0,0,0,0,1,0,0,1,0.4606718
60,11,0,0,0,0,0,1,0,1,0.4606718
60,12,0,0,0,0,0,0,1,1,0.4606718
61,7,0,1,0,0,0,0,0,1,-0.1468798
61,8,0,0,1,0,0,0,0,1,-0.1468798
61,9,0,0,0,1,0,0,0,1,-0.1468798
61,10,1,0,0,0,1,0,0,1,-0.1468798
62,7,0,1,0,0,0,0,0,0,-0.9340343
62,8,0,0,1,0,0,0,0,0,-0.9340343
62,9,0,0,0,1,0,0,0,0,-0.9340343
62,10,0,0,0,0,1,0,0,0,-0.9340343
62,11,0,0,0,0,0,1,0,0,-0.9340343
62,12,0,0,0,0,0,0,1,0,-0.9340343
64,7,0,1,0,0,0,0,0,1,0.5343958
64,8,0,0,1,0,0,0,0,1,0.5343958
64,9,0,0,0,1,0,0,0,1,0.5343958
64,10,1,0,0,0,1,0,0,1,0.5343958
65,7,0,1,0,0,0,0,0,1,0.5125232
65,8,0,0,1,0,0,0,0,1,0.5125232
65,9,0,0,0,1,0,0,0,1,0.5125232
65,10,1,0,0,0,1,0,0,1,0.5125232
66,7,0,1,0,0,0,0,0,1,0.076352
66,8,0,0,1,0,0,0,0,1,0.076352
66,9,1,0,0,1,0,0,0,1,0.076352
67,7,0,1,0,0,0,0,0,1,2.274652
67,8,0,0,1,0,0,0,0,1,2.274652
67,9,0,0,0,1,0,0,0,1,2.274652
67,10,0,0,0,0,1,0,0,1,2.274652
67,11,0,0,0,0,0,1,0,1,2.274652
67,12,1,0,0,0,0,0,1,1,2.274652
68,7,0,1,0,0,0,0,0,1,-0.038942
68,8,0,0,1,0,0,0,0,1,-0.038942
68,9,0,0,0,1,0,0,0,1,-0.038942
68,10,0,0,0,0,1,0,0,1,-0.038942
68,11,0,0,0,0,0,1,0,1,-0.038942
68,12,0,0,0,0,0,0,1,1,-0.038942
69,7,0,1,0,0,0,0,0,0,-0.2046077
69,8,0,0,1,0,0,0,0,0,-0.2046077
69,9,0,0,0,1,0,0,0,0,-0.2046077
69,10,0,0,0,0,1,0,0,0,-0.2046077
69,11,0,0,0,0,0,1,0,0,-0.2046077
69,12,0,0,0,0,0,0,1,0,-0.2046077
70,7,0,1,0,0,0,0,0,0,1.101516
70,8,0,0,1,0,0,0,0,0,1.101516
70,9,0,0,0,1,0,0,0,0,1.101516
70,10,0,0,0,0,1,0,0,0,1.101516
70,11,0,0,0,0,0,1,0,0,1.101516
70,12,1,0,0,0,0,0,1,0,1.101516
72,7,1,1,0,0,0,0,0,1,0.5754864
74,7,0,1,0,0,0,0,0,1,-0.6167721
74,8,0,0,1,0,0,0,0,1,-0.6167721
74,9,0,0,0,1,0,0,0,1,-0.6167721
74,10,0,0,0,0,1,0,0,1,-0.6167721
74,11,0,0,0,0,0,1,0,1,-0.6167721
74,12,0,0,0,0,0,0,1,1,-0.6167721
75,7,0,1,0,0,0,0,0,1,1.274098
75,8,0,0,1,0,0,0,0,1,1.274098
75,9,0,0,0,1,0,0,0,1,1.274098
75,10,1,0,0,0,1,0,0,1,1.274098
76,7,0,1,0,0,0,0,0,1,-1.09289
76,8,0,0,1,0,0,0,0,1,-1.09289
76,9,0,0,0,1,0,0,0,1,-1.09289
76,10,0,0,0,0,1,0,0,1,-1.09289
76,11,0,0,0,0,0,1,0,1,-1.09289
76,12,0,0,0,0,0,0,1,1,-1.09289
77,7,0,1,0,0,0,0,0,0,-0.4979846
77,8,0,0,1,0,0,0,0,0,-0.4979846
77,9,1,0,0,1,0,0,0,0,-0.4979846
78,7,0,1,0,0,0,0,0,1,2.281519
78,8,0,0,1,0,0,0,0,1,2.281519
78,9,1,0,0,1,0,0,0,1,2.281519
79,7,0,1,0,0,0,0,0,0,-0.4736431
79,8,0,0,1,0,0,0,0,0,-0.4736431
79,9,0,0,0,1,0,0,0,0,-0.4736431
79,10,0,0,0,0,1,0,0,0,-0.4736431
79,11,0,0,0,0,0,1,0,0,-0.4736431
79,12,0,0,0,0,0,0,1,0,-0.4736431
82,7,0,1,0,0,0,0,0,0,-0.5601891
82,8,0,0,1,0,0,0,0,0,-0.5601891
82,9,0,0,0,1,0,0,0,0,-0.5601891
82,10,0,0,0,0,1,0,0,0,-0.5601891
82,11,0,0,0,0,0,1,0,0,-0.5601891
82,12,0,0,0,0,0,0,1,0,-0.5601891
83,7,0,1,0,0,0,0,0,0,-0.1174195
83,8,0,0,1,0,0,0,0,0,-0.1174195
83,9,0,0,0,1,0,0,0,0,-0.1174195
83,10,0,0,0,0,1,0,0,0,-0.1174195
83,11,1,0,0,0,0,1,0,0,-0.1174195
85,7,0,1,0,0,0,0,0,1,0.2928464
85,8,0,0,1,0,0,0,0,1,0.2928464
85,9,0,0,0,1,0,0,0,1,0.2928464
85,10,1,0,0,0,1,0,0,1,0.2928464
87,7,1,1,0,0,0,0,0,1,2.677901
88,7,0,1,0,0,0,0,0,1,0.7856553
88,8,0,0,1,0,0,0,0,1,0.7856553
88,9,1,0,0,1,0,0,0,1,0.7856553
89,7,0,1,0,0,0,0,0,0,-0.0751572
89,8,0,0,1,0,0,0,0,0,-0.0751572
89,9,0,0,0,1,0,0,0,0,-0.0751572
89,10,0,0,0,0,1,0,0,0,-0.0751572
89,11,1,0,0,0,0,1,0,0,-0.0751572
90,7,0,1,0,0,0,0,0,1,0.7027546
90,8,0,0,1,0,0,0,0,1,0.7027546
90,9,0,0,0,1,0,0,0,1,0.7027546
90,10,0,0,0,0,1,0,0,1,0.7027546
90,11,0,0,0,0,0,1,0,1,0.7027546
90,12,0,0,0,0,0,0,1,1,0.7027546
93,7,1,1,0,0,0,0,0,1,1.162375
94,7,1,1,0,0,0,0,0,0,0.1685257
95,7,0,1,0,0,0,0,0,1,-1.15369
95,8,0,0,1,0,0,0,0,1,-1.15369
95,9,0,0,0,1,0,0,0,1,-1.15369
95,10,0,0,0,0,1,0,0,1,-1.15369
95,11,0,0,0,0,0,1,0,1,-1.15369
95,12,1,0,0,0,0,0,1,1,-1.15369
96,7,0,1,0,0,0,0,0,1,1.1891
96,8,0,0,1,0,0,0,0,1,1.1891
96,9,0,0,0,1,0,0,0,1,1.1891
96,10,0,0,0,0,1,0,0,1,1.1891
96,11,0,0,0,0,0,1,0,1,1.1891
96,12,0,0,0,0,0,0,1,1,1.1891
97,7,0,1,0,0,0,0,0,1,-0.1690207
97,8,0,0,1,0,0,0,0,1,-0.1690207
97,9,0,0,0,1,0,0,0,1,-0.1690207
97,10,0,0,0,0,1,0,0,1,-0.1690207
97,11,0,0,0,0,0,1,0,1,-0.1690207
97,12,0,0,0,0,0,0,1,1,-0.1690207
98,7,1,1,0,0,0,0,0,1,1.336862
99,7,0,1,0,0,0,0,0,1,-0.2479436
99,8,0,0,1,0,0,0,0,1,-0.2479436
99,9,0,0,0,1,0,0,0,1,-0.2479436
99,10,1,0,0,0,1,0,0,1,-0.2479436
100,7,0,1,0,0,0,0,0,1,0.1066806
100,8,0,0,1,0,0,0,0,1,0.1066806
100,9,0,0,0,1,0,0,0,1,0.1066806
100,10,0,0,0,0,1,0,0,1,0.1066806
100,11,0,0,0,0,0,1,0,1,0.1066806
100,12,0,0,0,0,0,0,1,1,0.1066806
101,7,0,1,0,0,0,0,0,0,-1.176371
101,8,0,0,1,0,0,0,0,0,-1.176371
101,9,0,0,0,1,0,0,0,0,-1.176371
101,10,0,0,0,0,1,0,0,0,-1.176371
101,11,0,0,0,0,0,1,0,0,-1.176371
101,12,0,0,0,0,0,0,1,0,-1.176371
102,7,0,1,0,0,0,0,0,1,0.6049317
102,8,1,0,1,0,0,0,0,1,0.6049317
103,7,0,1,0,0,0,0,0,1,-0.4609781
103,8,0,0,1,0,0,0,0,1,-0.4609781
103,9,0,0,0,1,0,0,0,1,-0.4609781
103,10,0,0,0,0,1,0,0,1,-0.4609781
103,11,0,0,0,0,0,1,0,1,-0.4609781
103,12,1,0,0,0,0,0,1,1,-0.4609781
104,7,0,1,0,0,0,0,0,1,0.8550627
104,8,0,0,1,0,0,0,0,1,0.8550627
104,9,0,0,0,1,0,0,0,1,0.8550627
104,10,1,0,0,0,1,0,0,1,0.8550627
105,7,0,1,0,0,0,0,0,1,0.6395391
105,8,0,0,1,0,0,0,0,1,0.6395391
105,9,0,0,0,1,0,0,0,1,0.6395391
105,10,0,0,0,0,1,0,0,1,0.6395391
105,11,0,0,0,0,0,1,0,1,0.6395391
105,12,0,0,0,0,0,0,1,1,0.6395391
106,7,0,1,0,0,0,0,0,0,-0.880625
106,8,0,0,1,0,0,0,0,0,-0.880625
106,9,1,0,0,1,0,0,0,0,-0.880625
107,7,0,1,0,0,0,0,0,1,0.1197688
107,8,0,0,1,0,0,0,0,1,0.1197688
107,9,0,0,0,1,0,0,0,1,0.1197688
107,10,0,0,0,0,1,0,0,1,0.1197688
107,11,0,0,0,0,0,1,0,1,0.1197688
107,12,1,0,0,0,0,0,1,1,0.1197688
109,7,0,1,0,0,0,0,0,1,0.6249543
109,8,0,0,1,0,0,0,0,1,0.6249543
109,9,0,0,0,1,0,0,0,1,0.6249543
109,10,0,0,0,0,1,0,0,1,0.6249543
109,11,1,0,0,0,0,1,0,1,0.6249543
110,7,0,1,0,0,0,0,0,0,-0.665511
110,8,0,0,1,0,0,0,0,0,-0.665511
110,9,0,0,0,1,0,0,0,0,-0.665511
110,10,0,0,0,0,1,0,0,0,-0.665511
110,11,0,0,0,0,0,1,0,0,-0.665511
110,12,1,0,0,0,0,0,1,0,-0.665511
111,7,0,1,0,0,0,0,0,1,-0.1019844
111,8,0,0,1,0,0,0,0,1,-0.1019844
111,9,0,0,0,1,0,0,0,1,-0.1019844
111,10,1,0,0,0,1,0,0,1,-0.1019844
112,7,0,1,0,0,0,0,0,1,-0.6609311
112,8,0,0,1,0,0,0,0,1,-0.6609311
112,9,0,0,0,1,0,0,0,1,-0.6609311
112,10,0,0,0,0,1,0,0,1,-0.6609311
112,11,0,0,0,0,0,1,0,1,-0.6609311
112,12,0,0,0,0,0,0,1,1,-0.6609311
113,7,0,1,0,0,0,0,0,0,-0.7733677
113,8,0,0,1,0,0,0,0,0,-0.7733677
113,9,0,0,0,1,0,0,0,0,-0.7733677
113,10,0,0,0,0,1,0,0,0,-0.7733677
113,11,0,0,0,0,0,1,0,0,-0.7733677
113,12,1,0,0,0,0,0,1,0,-0.7733677
115,7,0,1,0,0,0,0,0,0,0.2893802
115,8,0,0,1,0,0,0,0,0,0.2893802
115,9,0,0,0,1,0,0,0,0,0.2893802
115,10,1,0,0,0,1,0,0,0,0.2893802
116,7,0,1,0,0,0,0,0,0,-0.7309951
116,8,0,0,1,0,0,0,0,0,-0.7309951
116,9,0,0,0,1,0,0,0,0,-0.7309951
116,10,0,0,0,0,1,0,0,0,-0.7309951
116,11,0,0,0,0,0,1,0,0,-0.7309951
116,12,0,0,0,0,0,0,1,0,-0.7309951
117,7,0,1,0,0,0,0,0,0,0.9852805
117,8,0,0,1,0,0,0,0,0,0.9852805
117,9,0,0,0,1,0,0,0,0,0.9852805
117,10,1,0,0,0,1,0,0,0,0.9852805
118,7,0,1,0,0,0,0,0,1,-0.2098322
118,8,0,0,1,0,0,0,0,1,-0.2098322
118,9,0,0,0,1,0,0,0,1,-0.2098322
118,10,0,0,0,0,1,0,0,1,-0.2098322
118,11,0,0,0,0,0,1,0,1,-0.2098322
118,12,0,0,0,0,0,0,1,1,-0.2098322
119,7,0,1,0,0,0,0,0,1,0.1193043
119,8,0,0,1,0,0,0,0,1,0.1193043
119,9,1,0,0,1,0,0,0,1,0.1193043
120,7,0,1,0,0,0,0,0,0,-0.5831446
120,8,0,0,1,0,0,0,0,0,-0.5831446
120,9,0,0,0,1,0,0,0,0,-0.5831446
120,10,0,0,0,0,1,0,0,0,-0.5831446
120,11,1,0,0,0,0,1,0,0,-0.5831446
121,7,0,1,0,0,0,0,0,0,-0.5979856
121,8,0,0,1,0,0,0,0,0,-0.5979856
121,9,0,0,0,1,0,0,0,0,-0.5979856
121,10,1,0,0,0,1,0,0,0,-0.5979856
123,7,0,1,0,0,0,0,0,1,1.317882
123,8,0,0,1,0,0,0,0,1,1.317882
123,9,0,0,0,1,0,0,0,1,1.317882
123,10,0,0,0,0,1,0,0,1,1.317882
123,11,0,0,0,0,0,1,0,1,1.317882
123,12,1,0,0,0,0,0,1,1,1.317882
124,7,0,1,0,0,0,0,0,1,-0.6843978
124,8,0,0,1,0,0,0,0,1,-0.6843978
124,9,1,0,0,1,0,0,0,1,-0.6843978
125,7,0,1,0,0,0,0,0,0,-0.6205077
125,8,0,0,1,0,0,0,0,0,-0.6205077
125,9,0,0,0,1,0,0,0,0,-0.6205077
125,10,1,0,0,0,1,0,0,0,-0.6205077
126,7,0,1,0,0,0,0,0,1,0.9816106
126,8,0,0,1,0,0,0,0,1,0.9816106
126,9,0,0,0,1,0,0,0,1,0.9816106
126,10,0,0,0,0,1,0,0,1,0.9816106
126,11,0,0,0,0,0,1,0,1,0.9816106
126,12,0,0,0,0,0,0,1,1,0.9816106
127,7,0,1,0,0,0,0,0,1,-0.1956909
127,8,0,0,1,0,0,0,0,1,-0.1956909
127,9,1,0,0,1,0,0,0,1,-0.1956909
128,7,0,1,0,0,0,0,0,1,-0.3016481
128,8,0,0,1,0,0,0,0,1,-0.3016481
128,9,1,0,0,1,0,0,0,1,-0.3016481
129,7,0,1,0,0,0,0,0,0,0.2769974
129,8,0,0,1,0,0,0,0,0,0.2769974
129,9,1,0,0,1,0,0,0,0,0.2769974
130,7,0,1,0,0,0,0,0,1,-0.6679434
130,8,0,0,1,0,0,0,0,1,-0.6679434
130,9,0,0,0,1,0,0,0,1,-0.6679434
130,10,0,0,0,0,1,0,0,1,-0.6679434
130,11,0,0,0,0,0,1,0,1,-0.6679434
130,12,1,0,0,0,0,0,1,1,-0.6679434
131,7,1,1,0,0,0,0,0,1,1.705101
132,7,0,1,0,0,0,0,0,0,1.136413
132,8,0,0,1,0,0,0,0,0,1.136413
132,9,0,0,0,1,0,0,0,0,1.136413
132,10,0,0,0,0,1,0,0,0,1.136413
132,11,0,0,0,0,0,1,0,0,1.136413
132,12,0,0,0,0,0,0,1,0,1.136413
133,7,0,1,0,0,0,0,0,0,-0.8742293
133,8,0,0,1,0,0,0,0,0,-0.8742293
133,9,0,0,0,1,0,0,0,0,-0.8742293
133,10,0,0,0,0,1,0,0,0,-0.8742293
133,11,0,0,0,0,0,1,0,0,-0.8742293
133,12,1,0,0,0,0,0,1,0,-0.8742293
134,7,0,1,0,0,0,0,0,0,-0.5185313
134,8,0,0,1,0,0,0,0,0,-0.5185313
134,9,0,0,0,1,0,0,0,0,-0.5185313
134,10,0,0,0,0,1,0,0,0,-0.5185313
134,11,0,0,0,0,0,1,0,0,-0.5185313
134,12,1,0,0,0,0,0,1,0,-0.5185313
135,7,0,1,0,0,0,0,0,0,-0.9534058
135,8,0,0,1,0,0,0,0,0,-0.9534058
135,9,0,0,0,1,0,0,0,0,-0.9534058
135,10,0,0,0,0,1,0,0,0,-0.9534058
135,11,0,0,0,0,0,1,0,0,-0.9534058
135,12,0,0,0,0,0,0,1,0,-0.9534058
137,7,0,1,0,0,0,0,0,0,-0.4808165
137,8,0,0,1,0,0,0,0,0,-0.4808165
137,9,0,0,0,1,0,0,0,0,-0.4808165
137,10,0,0,0,0,1,0,0,0,-0.4808165
137,11,0,0,0,0,0,1,0,0,-0.4808165
