"id","wave","agegrp","age","piat"
55,3,10.5,10.8333333333333,40
56,1,6.5,6.58333333333333,21
56,2,8.5,9.33333333333333,30
56,3,10.5,11.1666666666667,38
57,1,6.5,6.58333333333333,21
57,2,8.5,9,22
57,3,10.5,11.1666666666667,47
58,1,6.5,6.5,18
58,2,8.5,8.91666666666667,22
58,3,10.5,11.0833333333333,21
59,1,6.5,6.58333333333333,16
59,2,8.5,8.83333333333333,21
59,3,10.5,10.75,32
60,1,6.5,6.66666666666667,29
60,2,8.5,9.91666666666667,37
60,3,10.5,12.0833333333333,48
61,1,6.5,6.66666666666667,21
61,2,8.5,9.08333333333333,32
61,3,10.5,11.0833333333333,47
62,1,6.5,6.58333333333333,19
62,2,8.5,9,20
62,3,10.5,11,26
63,1,6.5,6.58333333333333,18
63,2,8.5,8.91666666666667,34
63,3,10.5,11,41
64,1,6.5,6.66666666666667,28
64,2,8.5,9.08333333333333,30
64,3,10.5,11.0833333333333,31
65,1,6.5,6.66666666666667,21
65,2,8.5,8.91666666666667,28
65,3,10.5,11,43
66,1,6.5,6.66666666666667,18
66,2,8.5,9.25,25
66,3,10.5,11,32
67,1,6.5,6.58333333333333,20
67,2,8.5,9,24
67,3,10.5,11,39
68,1,6.5,6.58333333333333,22
68,2,8.5,9,30
68,3,10.5,11.25,42
69,1,6.5,6.66666666666667,26
69,2,8.5,9.16666666666667,47
69,3,10.5,11.3333333333333,45
70,1,6.5,6.66666666666667,22
70,2,8.5,9,45
70,3,10.5,11.0833333333333,40
71,1,6.5,6.66666666666667,22
71,2,8.5,9.16666666666667,41
71,3,10.5,11.25,53
72,1,6.5,6.75,18
72,2,8.5,9.25,24
72,3,10.5,11.1666666666667,40
73,1,6.5,6.66666666666667,26
73,2,8.5,9,28
73,3,10.5,11.1666666666667,28
74,1,6.5,6.83333333333333,26
74,2,8.5,9.25,28
74,3,10.5,11.3333333333333,30
75,1,6.5,6.75,18
75,2,8.5,9.25,24
75,3,10.5,11.1666666666667,26
76,1,6.5,6.75,31
76,2,8.5,9.16666666666667,41
76,3,10.5,11.25,62
77,1,6.5,6.83333333333333,17
77,2,8.5,8.08333333333333,19
77,3,10.5,10,28
78,1,6.5,6.83333333333333,42
78,2,8.5,9.41666666666667,29
78,3,10.5,11.3333333333333,30
79,1,6.5,6.83333333333333,28
79,2,8.5,9.25,42
79,3,10.5,11.25,50
80,1,6.5,6.83333333333333,23
80,2,8.5,9.25,39
80,3,10.5,11.4166666666667,55
81,1,6.5,6.91666666666667,28
81,2,8.5,9.33333333333333,47
81,3,10.5,11.25,53
82,1,6.5,6.83333333333333,26
82,2,8.5,9.41666666666667,44
82,3,10.5,11.4166666666667,32
83,1,6.5,6.83333333333333,19
83,2,8.5,9.16666666666667,35
83,3,10.5,11.3333333333333,51
84,1,6.5,6.91666666666667,18
84,2,8.5,9.33333333333333,32
84,3,10.5,11.3333333333333,40
85,1,6.5,6.91666666666667,29
85,2,8.5,9.41666666666667,47
85,3,10.5,11.5,45
86,1,6.5,6.91666666666667,16
86,2,8.5,9.33333333333333,20
86,3,10.5,11.25,59
87,1,6.5,6.91666666666667,22
87,2,8.5,9.41666666666667,49
87,3,10.5,11.5,64
88,1,6.5,6.91666666666667,22
88,2,8.5,9.25,23
88,3,10.5,11.3333333333333,23
89,1,6.5,6.91666666666667,23
89,2,8.5,9.33333333333333,40
89,3,10.5,11.5,45
